tic,toi,cps,ra,dec,tmag,vmag,jmag,smass,sradius,t_eff,evol,ast_det,d,ruwe,rv,rv_err,rot_per,rot_amp,vsini,rhk,shk,per,per_err,epoch,t14,rp,sinc,mp,sig_id,significance,kexp,n_rv,template,h,counts,texpmin,twithoverheads,nobs,ttothr,hexp,priority,pipeline,disp,public_comments,tks_comments,vetting,ao_vet,hires_prv,apf_prv,prv_plan,hires_next_run_notes,nobs_goal_keck,min_cadence_keck,exp_keck,texp_keck,n_shots_keck,n_visits_night_keck,nobs_goal_apf,min_cadence_apf,exp_apf,texp_apf,n_shots_apf,n_visits_night_apf,hires_complete,apf_complete
158025009,1416.01,HIP70705,216.924024,41.953422000000,9.07,9.91,8.27,0.81,0.80,4946,MS,0.050,55,1.12,1.02,0.18,,,,,,1.06961,0.00016,1928.81175,1.48,1.88,948.3,4.2,1,8.9,3.01,,,,,,,,,,,spoc,VPC,TOI 1416 under investigation; potential L1 candidate,"dT=1.7 sep=5"" E, very shallow transit",passed,passed,wait,wait,"TKS-Atmospheres, TKS-USP better target than 1436.01 wait for SG1 diagnostic, best time to observe would be may/june ",low cadence - a few in Jan/Feb (AH 1/18),,,250,900,,,,,0.1,,,,,
311035838,1419.01,HTR145-001,206.094141,48.028668000000,10.7,11.9,9.9,0.89,0.82,5224,MS,0.05,135,1.1,-23.43,0.42,,,,,,2.899733,0.00007,1739.45080,2.0,10.2,308,73.9,1,118.2,35.8,,0,,60,15.3,17.3,60,17.3,,,spoc,KP,HAT-P-3 b,,known planet,n/a,no,no,"Garden variety HJ, not relevant to anyone's science",,,,60,,,,,,0.1,,,,,
321857016,1420.01,T001420,322.941323,66.348867000000,11.23,11.66,10.56,0.94,0.94,5387,MS,0.050,202,0.76,-10.07,0.80,,,,,,6.95611,0.00002,1745.30559,3.36,12.98,137.3,317.8,1,124.3,111.35,,,,,,,,,,,spoc,VPC,TOI 1420,"dV=6.8 sep=16"" NE",passed,passed,,,,,,,60,,,,,,0.1,,,,,
333473672,1422.01,T001422,354.241207,39.639413000000,10.13,10.62,9.59,1.08,1.01,5914,MS,0.050,155,1.03,-25.84,0.29,,,,,,12.99844,0.00334,1745.92109,3.95,3.36,90.8,11.2,1,13.0,2.91,,0,,250,20.5,22.5,60,22.5,,,qlp,PC,Potential L1 candidate,"SPOC DV available, dV=2.5 sep=56"", dV=4 sep=57"", dV=5.8 sep 21"" SE",passed,passed,yes,,,several obs in Jan (AH 1/2),,,125,900,1,1,,,0.1,,,,,
293954617,1430.01,235088,300.614264,53.376815000000,8.4,9.2,7.6,0.85,0.78,5064,MS,0.05,41,1.0,-26.97,0.27,,,,,,7.434007,0.00110,1713.08134,2.8,2.3,73,6.1,1,13.5,2.2,,2,,250,5.5,7.5,60,7.5,,,spoc,CPC,,"clear field, DV looks good",passed,passed,,yes,observe again when it rises (March),,,,125,500,,,30,,0.1,,1,1,,
256783784,1432.01,T001432,329.401565,36.321593000000,9.47,10.06,8.81,0.99,0.91,5587,MS,0.050,95,0.88,3.40,0.26,,,,,,6.11219,0.00173,1715.30418,2.19,2.34,171.5,6.1,1,9.0,2.14,,,,,,,,,,,qlp,PC,TOI 1432 TFOP work in progress,"SPOC DV looks good, dV=5.2 sep=16"" SW",passed,passed,,,"near-solar-twin with low vsini (~2 km/s), no obvious SB2. Passes SG3 vetting, but no SG1 observations yet. Looks clean.",,,,,,,,,,,,,,,
138588540,1434.01,102121,176.380577,65.540985000000,8.1,8.8,7.4,0.94,0.74,5394,MS,0.05,38,1.0,19.35,0.01,,,,,,29.889399,0.00286,1703.40314,3.7,2.2,12,5.5,1,10.6,1.2,,2,,250,3.8,5.8,60,5.8,,,spoc,PC,,"clear field, DV looks good",passed,passed,yes - low cadence,yes,"TKS-Shallow, TKS-Envelopes, keep at high cadence for APF. Re-eval the RMS scatter, currently < 2 m/s",high cadence June/July (RR 6/2),60,30,250,500,1,1,30,1,0.3,,1,1,,
153976959,1435.01,T001435,203.536935,67.621654000000,10.0,10.6,9.2,0.87,0.82,5142,MS,0.05,93,1.0,-18.81,0.27,,,,,,0.685999,0.00005,1683.41919,0.9,1.3,2014,2.2,1,7.9,1.7,,0,,250,20.7,22.7,60,22.7,,,spoc,CPC,Possibly stellar variability,"SNR=7.4, dV=6.0 sep=14"" N",passed,passed,yes,no,"TKS-USPs one of the best so far, multiple visits per night",nightly in January (AH 1/4),60,30,250,1200,1,2,,,0.1,,,,,
154383539,1436.01,T001436,215.602457,55.333674000000,11.1,12.0,10.3,0.83,0.75,5011,MS,0.05,132,0.9,-22.14,0.56,,,,,,0.867492,0.00007,1711.90174,1.2,1.8,1121,3.8,1,7.6,2.9,,0,,125,36.7,38.7,60,38.7,,,spoc,CPC,,"dT=4.3 sep=4.8'' W, dT=5.3 sep=9.3'' W, SNR=7.6, otherwise looks good",passed,passed,yes,no,"TKS-Atmospheres, TKS-Fgap, TKS-USPs, jitter test and re-eval more TESS phot to come, possible CHEOPS obs to improve radius",not this run (RR 2/8),,,50,1200,1,1,,,0.1,,,,,
198356533,1437.01,154840,256.138667,56.842636000000,8.69,9.17,8.18,1.14,1.22,6093,MS,0.050,103,1.06,-22.32,0.27,,,,,,18.84112,0.00031,1700.73136,6.26,2.55,88.0,7.1,1,19.4,1.55,,,,,,,,,,,spoc,PC,potential L1 candidate,dV=7 sep=25'' E,passed,passed,yes,yes,"TKS-Fgap, get template for both APF and HIRES",,,,250,500,1,1,30,,0.1,,1,1,,
229650439,1438.01,T001438,280.924290,74.937576000000,10.32,10.96,9.58,0.90,0.82,5259,MS,0.050,111,0.84,-29.45,0.39,,,,,,5.13969,5.00E-05,1688.76625,0.88,2.29,144.3,5.9,1,15.0,2.33,,,,,,,,,,,qlp,PC,TOI 1438; under investigation by TFOP,"dV=4.3 sep=28'' N, dV=2.9 sep=42'' W",passed,n/a,,,,,,,125,1200,1,1,,,0.1,,,,,
229650439,1438.02,T001438,280.924290,74.937576000000,10.32,10.96,9.58,0.90,0.82,5259,MS,0.050,111,0.84,-29.45,0.39,,,,,,9.42814,0.00009,1689.91359,1.52,2.46,64.2,6.6,2,13.8,2.15,,,,,,,,,,,spoc,PC,Outer planet in a TOI multi-planet system,"dV=4.3 sep=28'' N, dV=2.9 sep=42'' W",passed,n/a,,,,,,,60,900,,,,,,,,,,
232982558,1439.01,T001439,241.763944,67.877729000000,9.99,10.55,9.39,1.06,1.62,5873,SG,0.050,230,1.21,-32.38,0.33,,,,,,27.64302,0.00046,1703.48093,5.50,4.38,84.5,17.6,1,15.9,3.57,,,,,,,,,,,spoc,PC,2 stars in pixel,dV=4 sep=53'' SE,passed,passed,wait,no,"Match with TKS-Evolved, get recon spectrum and re-eval. Passed on re-eval",,,,60,900,,,,,0.1,,,,,
233951353,1441.01,T001441,305.413106,58.141187000000,9.5,10.0,8.9,1.07,1.24,5885,MS,0.06,141,1.1,-6.99,0.44,,,,,,22.095791,0.00259,1695.41442,5.6,3.0,67,9.2,1,9.0,2.0,,1,,250,12.0,14.0,60,14.0,,,spoc,PC,,"OoT=2.5sig, dT=6.3 sep=5.7'' S, several stars with dV>7 sep>13'', SNR=9.0",passed,passed,,,,,,,125,500,,,,,0.1,,,,,
237232044,1443.01,T001443,297.400261,76.139084000000,9.94,10.68,9.18,0.89,0.75,5236,MS,0.050,86,1.14,-0.89,0.26,,,,,,23.54061,0.00037,1693.24662,4.33,2.38,15.8,6.3,1,22.0,1.51,,,,,,,,,,,spoc,PC,TOI 1443; Under investigation by TFOP,dV=1.6 sep=60'' S,passed,failed,no,,PRVs on hold,,,,125,500,,,,,0.1,,,,,
258514800,1444.01,T001444,305.474313,70.943794000000,10.15,10.94,9.47,0.96,0.92,5466,MS,0.050,125,0.94,-32.57,0.73,,,,,,0.47025,0.00001,1711.36986,1.15,1.42,5041.4,2.6,1,16.4,2.21,,,,,,,,,,,spoc,CPC,level-one candidate; TOI 1444 under investigation,"MES=7.6, dV=3.1 sep=46'' NW",passed,passed,,,,,,,125,1200,,,,,0.1,,,,,
294471966,1446.01,T001446,302.001394,51.361907000000,10.8,11.6,10.0,0.88,0.83,5180,MS,0.05,134,0.8,-33.30,0.43,,,,,,6.317190,0.00072,1689.36597,2.4,2.4,109,6.2,1,8.0,2.3,,0,,125,24.7,26.7,60,26.7,,,spoc,PC,,"SNR=8.0, field is clear",passed,data taken,,,,,,,125,,,,,,0.1,,,,,
377293776,1450.01,T001450,286.853477,59.085933000000,10.03,12.28,8.46,0.47,0.47,3407,MS,0.050,22,,,,,,,,,2.04388,0.00001,1685.34587,0.95,1.16,45.1,1.7,1,19.5,1.38,,0,,60,22.7,24.7,60,24.7,,,spoc,VPC-?,potential L1 candidate; check nearby,"SNR=9.2, dT=3.7 sep=3.7"" NW, dV=4.4 sep=16"" SE",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
417931607,1451.01,T001451,186.524333,61.259045000000,9.0,9.6,8.4,1.04,1.03,5781,MS,0.05,92,1.1,-40.73,0.35,,,,,,33.072565,0.00416,1694.30665,3.4,2.9,25,9.0,1,11.1,1.7,,2,,250,7.9,9.9,60,9.9,,,spoc,CPC,,"clear field, DV looks good",passed,passed,yes,yes,"TKS-Shallow, generate 12 APF RVs assess the scatter, continue observing at low-cadence",nightly in Jan/Feb (AH 1/18),30,30,250,600,1,1,30,,0.1,,1,1,,
198390247,1453.01,T001453,258.223835,57.197778000000,10.14,11.11,9.28,0.81,0.71,4920,MS,0.050,79,0.93,-4.09,0.45,,,,,,6.58869,0.00004,1683.80212,1.86,2.25,64.4,5.7,1,23.9,2.24,,,,,,,,,,,spoc,VPC-,TOI 1453 possible multi under investigation; Potential level 1 candidate; check neighbors,"SPOC DV looks good, dT=5.1 sep=1.8"" NW",passed,passed,,,,,,,125,,,,,,0.1,,,,,
198390247,1453.02,T001453,258.223835,57.197778000000,10.14,11.11,9.28,0.81,0.71,4920,MS,0.050,79,0.93,-4.09,0.45,,,,,,4.31349,0.00006,1685.48485,1.98,1.25,113.3,2.1,2,10.7,0.95,,,,,,,,,,,spoc,PC,Low SNR,"MES=7.5, dT=5.1 sep=1.8"" NW",passed,passed,,,,,,,,,,,,,,,,,,
294179385,1454.01,T001454,300.842254,53.294238000000,11.16,11.24,10.63,1.14,1.14,6075,MS,0.050,289,0.88,-21.83,1.98,,,,,,2.67962,0.00003,1685.46974,2.86,14.38,1030.4,34921.4,1,131.0,14767.01,,0,,60,8.7,10.7,60,10.7,,,qlp,VPC+?,source of transits in TOI 1310.01,"small centroid offset, dV=-0.08 sep=9.5"" NW, crowded field",passed,n/a,,,,,,,60,,,,,,0.1,,,,,
199376584,1456.01,332231,306.741325,33.744451000000,8.04,8.56,7.51,1.16,1.27,6125,MS,0.050,81,0.89,-23.17,0.21,,,,,,12.15601,0.00151,1693.20900,5.94,8.36,172.5,52.8,1,22.0,13.30,,2,,250,3.1,5.1,60,5.1,,,qlp,P,Possible single transit; T0=1693 transit is close to amomentum dump,"single transit, dV=6.8 sep=28"" W, dV=7.2 sep=31"" NW",passed,passed,yes,yes,additional RVs when rises (March) to check trend,,,,250,,3,1,30,,0.1,,,,,
191284318,1458.01,HTR123-008,9.573160,42.463116000000,10.4,10.9,9.9,1.16,1.24,6140,MS,0.05,227,0.8,-15.51,0.58,,,,,,2.77598,0.00011,1766.82154,3.0,16.0,1189,39403.6,1,108.0,16202.15,,0,,60,6.4,8.4,60,8.4,,,qlp,KP,HAT-P-16 b,"dV=3.2 sep=21"" W",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
188768068,1462.01,158259,261.350233,52.790686000000,5.90,6.48,5.27,1.04,1.26,5802,MS,0.050,27,1.05,13.50,0.00,,,,,,2.17795,1.90E-05,1766.05116,2.22,1.31,1464.4,2.3,1,15.7,1.09,,,,,,,,,,,spoc,PC,HD 158259b,"was SPOC, MES=8.1, clear field",passed,passed,,yes,,nightly in June/July (RR 6/2),,,250,500,,,30,,0.1,,1,1,,
190998418,1463.01,Qatar-5,7.053932,42.061373000000,12.0,12.6,11.3,0.99,1.11,5583,MS,0.05,368,0.9,-9.26,1.37,,,,,,2.879303,0.00017,1764.89140,2.8,13.5,695,317.8,1,41.7,143.8,,0,,60,30.8,32.8,60,32.8,,,spoc,KP,Qatar-5 b,"dV=3.8 sep=12"" W, dV=3.5 sep=20"" E, dV=2.0 sep=24"" W",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
236887394,1465.01,Qatar-1,303.381740,65.162081000000,11.85,12.69,11.00,0.80,0.77,4910,MS,0.050,186,1.03,,,,,,,,1.42002,0.00000,1766.00673,1.62,12.88,582.0,317.8,1,280.1,209.12,,0,,60,33.1,35.1,60,35.1,,,spoc,KP,Qatar-1 b,"dV=3.6 sep=34"" N",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
237086564,1466.01,T001466,307.395886,61.550433000000,11.03,12.19,9.96,0.66,0.75,4201,MS,0.050,87,,-18.15,0.62,,,,,,1.87189,0.00002,1766.25323,1.64,2.63,234.5,7.4,1,12.6,5.07,,,,,,,,,,,spoc,VPC,potential L1 candidate,"clear field, looks good",passed,passed,,,,,,,60,,,,,,0.1,,,,,
240968774,1467.01,T001467,19.113929,49.233780000000,10.6,12.3,9.4,0.49,0.49,3834,MS,0.05,37,1.1,-25.42,0.43,,,,,,5.973384,0.00141,1766.98373,1.6,2.0,18,4.6,1,10.3,2.6,,,,,,,,,,,spoc,PC,centroid offset towards a 20 mag star,"SNR=8.6, OoT=2.7sig, dT=5.4 sep=16''",passed,n/a,yes,,,,,,60,2700,,,,,,,,,,
243185500,1468.01,T001468,16.654062,19.225878000000,10.9,12.5,9.3,0.36,0.37,3382,MS,0.05,25,1.3,,,,,,,,15.531925,0.00269,1766.92815,1.8,2.4,2,6.2,1,12.7,3.1,,0,,60,27.8,29.8,60,29.8,,,spoc,VPC,possible multi,dV=1.6 sep=11'' NE,passed,n/a,yes,,,"wait until next season, needs template but setting soon (RR 2/18)",60,30,60,,1,1,,,0.1,,,,,
243185500,1468.02,T001468,16.654062,19.225878000000,10.9,12.5,9.3,0.36,0.37,3382,MS,0.05,25,1.3,,,,,,,,1.880305,0.00027,1765.67878,1.1,1.6,36,3.1,2,9.8,3.2,,0,,60,27.8,29.8,60,29.8,,,spoc,VPC+,Centroid offset; but not towards a particular star; possible multi,dV=1.6 sep=11'' NE,passed,n/a,yes,,,"wait until next season, needs template but setting soon (RR 2/18)",,,60,,,,,,0.1,,,,,
283722336,1469.01,219134,348.320728,57.168355000000,4.63,5.57,3.98,0.80,0.75,4884,MS,0.050,7,,-18.48,0.00,,,,,,3.09293,0.00001,1765.95479,0.85,1.34,193.4,2.3,1,20.6,1.20,,5,,250,0.2,4.0,60,4.0,,,spoc,KP,HD 219134 b,clear field,known planet,n/a,yes,,Occassional w/HIRES APF,nightly June/July (RR 6/2),300,60,250,600,3,1,300,,0.1,,,,,
283722336,1469.02,219134,348.320728,57.168355000000,4.63,5.57,3.98,0.80,0.75,4884,MS,0.050,7,,-18.48,0.00,,,,,,6.76508,0.00005,1766.16956,1.58,1.37,68.1,2.5,2,18.5,0.96,,5,,250,0.2,4.0,60,4.0,,,spoc,KP,HD 219134 c,clear field,known planet,n/a,yes,,Occassional w/HIRES APF,nightly June/July (RR 6/2),300,60,250,600,3,1,300,,0.1,,,,,
306263608,1471.01,12572,30.904272,21.280864000000,8.6,9.2,7.9,1.00,0.97,5626,MS,0.05,68,1.2,-15.93,0.00,,,,,,20.772024,0.00521,1767.42000,6.5,3.9,38,14.8,1,17.0,3.4,,0,,250,5.5,7.5,60,7.5,,,spoc,PC,Likely multi-planet system; centroid offset not significant,"1 planet with 2 transits and 1 planet with single transit, clear field",passed,passed,yes,yes,,nightly in Jan/Feb (AH 1/19),60,30,250,500,1,1,30,,0.1,,1,1,,
306955329,1472.01,T001472,14.113588,48.637575000000,10.6,11.3,9.8,0.86,0.86,5103,MS,0.05,122,1.0,-13.53,1.12,,,,,,6.364103,0.00100,1765.60585,2.6,4.7,110,19.9,1,12.0,7.6,,0,,60,9.2,11.2,60,11.2,,,spoc,VPC,,dT=4.4 sep=22'' S,passed,passed,,,,,,,60,,,,,,0.1,,,,,
352413427,1473.01,6061,15.598197,37.185483000000,8.3,8.8,7.7,1.09,0.99,5958,MS,0.05,68,1.0,10.14,0.56,,,,,,5.255294,0.00130,1769.78441,3.3,2.6,300,7.1,1,8.7,2.5,,2,,250,4.0,6.0,60,6.0,,,spoc,PC,Level 1,dT=6.3 sep=3.1'' SW,passed,passed,yes,yes,,nightly in Jan/Feb (AH 1/18),60,30,125,500,1,1,30,,0.1,,1,1,,
233541860,1486.01,T001486,281.198195,62.685400000000,10.0,11.4,8.7,0.63,0.71,4006,MS,0.05,44,1.0,-24.23,0.29,,,,,,0.266650,0.00001,1683.60200,1.0,1.4,2424,2.4,1,20.0,3.3,,0,,60,10.1,12.1,60,12.1,,,qlp,NEB,Potential level 1 candidate; 3 stars in pixel,"dT=4.3 sep=2.2"" NW",passed,n/a,,,NEB,,,,60,,,,,,0.1,,,,,
411608801,1494.01,T001494,18.995212,21.616946000000,10.30,10.81,9.78,1.30,1.48,6434,MS,0.050,279,0.91,-5.94,0.79,,,,,,5.02647,0.00042,1765.60356,2.76,13.77,855.3,317.8,1,68.0,99.61,,0,,60,5.9,7.9,60,7.9,,,qlp,P,,"centroid slope, clear field",failed,n/a,,,,,,,60,,,,,,0.1,,,,,
326114850,1504.01,T001504,331.569625,52.701936000000,9.99,10.58,9.46,1.19,1.50,6194,MS,0.050,231,1.01,-36.94,0.43,,,,,,1.24564,0.00017,1739.37807,1.35,4.10,5138.7,15.8,1,12.0,8.35,,1,,125,9.9,11.9,60,11.9,,,qlp,NEB,Potential level 1 candidate,"dV=5.3 sep=13"" S",passed,failed,,,,,,,125,,,,,,0.1,,,,,
376637093,1516.01,T001516,340.084421,69.503737000000,10.38,10.86,9.92,1.32,1.24,6485,MS,0.050,247,0.92,,,,,,,,2.05603,0.00001,1765.32531,2.83,17.45,2027.7,43511.1,1,72.0,18147.17,,0,,60,6.1,8.1,60,8.1,,,qlp,VPC+,,"clear field, deep transit, handful of outlier points in S18 QLP (not present in S17 QLP) that cause odd-even=27 sigma",failed,n/a,no,,PRVs only if RM (Vsini = 10.4km/s),,,,60,,,,,,0.1,,,,,
313761775,1526.01,T001526,318.347820,56.943815000000,9.69,10.25,9.14,1.24,2.38,6298,SG,0.050,320,0.89,,,,,,,,1.53127,0.00011,1716.35218,1.30,5.64,10315.1,27.1,1,11.0,13.06,,1,,125,7.3,9.3,60,9.3,,,qlp,NEB,Variable star; some depth-aperture correlation,"small depth-aperture correlation, dV=5.7 sep=14"" NW",passed,failed,yes,,,nightly until it sets (AH 1/18),,,125,900,1,1,,,0.1,,,,,
345143460,1533.01,T001533,355.246562,57.485390000000,10.11,10.95,9.34,0.84,0.88,5053,MS,0.050,100,1.03,-23.52,0.63,,,,,,3.64620,0.00142,1765.70813,1.74,3.08,235.8,9.7,1,11.0,4.52,,0,,125,13.9,15.9,60,15.9,,,qlp,PC,Single transit-like feature at 1782,"clear field, NIRC2 AO looks single",passed,passed,,,,,,,125,,,,,,0.1,,,,,
173612049,1537.01,T001537,348.581570,44.508851000000,10.47,10.93,9.91,1.11,0.96,5999,MS,0.050,166,1.03,0.56,0.41,,,,,,6.49052,0.00139,1739.07393,2.58,3.42,215.4,11.6,1,11.0,3.72,,0,,125,13.6,15.6,60,15.6,,,qlp,PC,,"odd-even=3.7sig, all odd transits next to data gaps, period likely double, Prot=10d, dV=6.8 sep=6.2"" NW, prelim. NIRC2 AO looks single",passed,passed,,,,,,,125,,,,,,0.1,,,,,
177244357,1538.01,T001538,356.995758,47.655686000000,9.89,10.35,9.35,1.12,1.12,6034,MS,0.050,160,0.90,-5.08,0.34,,,,,,6.54692,0.00492,1768.84707,4.59,6.00,296.3,30.1,1,10.0,9.54,,0,,250,16.0,18.0,60,18.0,,,qlp,PC,Low priority; other very long transit-like features in the raw light curve; period could be double,"period could be double, dV=6.0 sep=11"" NW, dV=5.9 sep=20"" NW, NIRC2 AO looks single",passed,passed,yes,,,a few obs in Jan/Feb (AH 1/18),,,125,900,1,1,,,0.1,,,,,
409520860,1547.01,T001547,355.451894,37.186635000000,10.4,11.1,9.8,1.15,1.40,6104,MS,0.05,241,0.9,-48.89,0.23,,,,,,0.719330,0.00023,1765.11416,1.5,3.3,9034,11.2,1,10.0,7.3,,0,,125,16.1,18.1,60,18.1,,,qlp,NEB,Likely SV; low SNR,"centroid slope, clear field",passed,n/a,yes,,NEB,nightly in Jan/Feb (AH 1/18),60,30,125,,1,1,,,0.1,,,,,
440100539,1548.01,1300,4.358048,42.282323000000,8.73,9.27,8.20,1.06,1.21,5862,MS,0.050,97,0.97,-23.39,0.28,,,,,,12.60170,0.00585,1769.32363,4.84,3.73,132.6,13.4,1,10.0,3.55,,2,,250,5.9,7.9,60,7.9,,,qlp,PC,Potential level 1 candidate; could be half the period,"centroid slope, period could be half shorter, dT=6.5 sep=5.1"" N",passed,passed,yes,yes,,nightly in Jan/Feb (AH 1/18),60,30,250,500,1,1,30,,0.1,,1,1,,
299158887,1554.01,Kepler-63,289.226192,49.548181000000,11.1,12.0,10.4,0.96,0.94,5497,MS,0.05,194,0.9,-21.72,0.79,,,,,,9.435260,0.00101,1690.16071,2.7,6.5,97,34.5,1,18.6,10.7,,0,,60,17.8,19.8,60,19.8,,,spoc,KP,Kepler-63 b,"dV=5.5 sep=32"" W",known planet,n/a,,,,,60,30,60,,,,,,0.1,,,,,
249945230,1563.01,T001563,38.809453,48.274186000000,9.44,10.45,8.50,0.72,0.74,4582,MS,0.050,51,0.96,14.07,0.38,,,,,,,,1805.45128,5.82,5.41,,25.2,1,58.0,,,0,,250,17.4,19.4,60,19.4,,,qlp,STPC,single transit,"dV=4.2 sep=8.8"" NW, dV=4.3 sep=9.2"" NW, dV=5.2 sep=19"" SW",passed,n/a,no,no,does not match science cases; do not observe unless Paul D. or Courtney D. ,,,,250,,,,,,0.1,,,,,
259151170,1567.01,T001567,50.345023,52.692512000000,10.37,11.04,9.42,0.71,0.86,4503,MS,0.050,86,1.11,-13.21,7.55,,,,,,,,1808.52242,4.15,21.80,,56001.4,1,295.0,,,,,60,7.2,9.2,60,9.2,,,qlp,APC,single transit; close in epoch to TIC 251384275 but with no underlying systematic linking the two,"Rp=21.8Re, dV=5.9 sep=14"" E, dV=5.0 sep=20"" SW",failed,n/a,no,no,"failed ReaMatch, do not observe",,,,60,,,,,,0.1,,,,,
302773669,1573.01,17156,42.435361,71.753231000000,7.64,8.17,7.08,1.10,1.55,5969,SG,0.050,78,1.00,-3.38,0.00,,,,,,21.21641,0.00003,1809.07090,3.11,13.32,114.3,317.8,1,191.7,68.89,,1,,250,2.1,4.1,60,4.1,,,spoc,KP,HD 17156 b,"single transit, clear field",known planet,n/a,no,no,"system is cooked, do not observe",,,,250,,,,,,0.1,,,,,
68152139,1597.01,T001597,44.401995,40.016762000000,10.1,10.8,9.5,1.11,1.49,6001,SG,0.05,226,0.9,-75.37,0.47,,,,,,0.737520,0.00018,1792.46947,1.4,5.1,9383,22.6,1,17.0,14.9,,0,,60,5.7,7.7,60,7.7,,,qlp,NEB,,"dV=9 sep=10.6'' E, dV=4 sep=33'' S, was PC, now NEB",passed,n/a,no,no,"Potentially relevant to TKS-Evolved, but need to more carefully assess light curve",nightly in Jan/Feb (AH 1/18),60,30,60,,,,,,0.1,,,,,
139375960,1601.01,T001601,38.361445,41.013436000000,10.10,10.66,9.51,1.08,2.22,5917,SG,0.050,0.050,1.00,-7.80,0.43,,,,,,5.33155,0.00052,1793.27728,6.19,15.77,1448.1,317.8,1,77.0,96.94,,0,,60,,,,,,,qlp,VPC,Difference image shows an offset orbit 1.,"dV=5.6 sep=16"" N",passed,n/a,,,,,,,60,500,1,,,,,,,,,
101037590,1605.01,T001605,54.481100,33.079900000000,9.63,10.20,8.90,0.99,1.59,5597,SG,0.050,160,1.15,,,,,,,,8.70769,0.00143,1798.74160,2.74,12.87,191.0,317.8,1,48.0,99.40,,0,,60,,,,,,,qlp,VPC,,,passed,n/a,,,,,,,,,,,,,,,,,,
229951289,1609.01,T001609,288.675449,60.671031000000,10.26,10.78,9.69,1.11,0.98,6011,MS,0.050,166,1.07,0.83,0.81,,,,,,13.31180,0.00203,1692.73536,4.49,2.94,87.6,9.0,1,9.0,2.26,,0,,60,5.7,7.7,60,7.7,,,qlp,FA,potential L1 candidate,"SNR=9.2, clear field",passed,failed,,,,,,,60,,,,,,0.1,,,,,
219776325,1610.01,T001610,263.543384,61.121290000000,10.37,10.99,9.80,1.03,1.19,5740,MS,0.050,192,1.07,-23.62,0.54,,,,,,2.52874,0.00002,1685.36183,1.53,2.60,1020.1,7.3,1,12.3,3.35,,,,,,,,,,,spoc,PC,Potential L1 candidate; low SNR,"SPOC DV good, Prot=10d, clear field",passed,passed,,,,,,,,,,,,,,,,,,
264678534,1611.01,207897,325.186593,84.333490000000,7.58,8.37,6.83,0.85,0.78,5071,MS,0.050,28,0.98,-6.37,0.00,,,,,,16.20217,0.00008,1796.49293,2.85,2.58,25.6,7.2,1,34.3,2.01,,,,,,,,,,,spoc,CPC-,check neighbors; potential L1 candidate,"SPOC DV good, dV=5.2 sep=11"" E",passed,passed,,,,,,,,,,,,,,,,,,
268403451,1612.01,XO-7,277.478871,85.233216000000,10.05,10.52,9.56,1.14,1.53,6082,SG,0.050,234,1.08,-12.82,0.44,,,,,,2.86408,0.00003,1985.79834,2.82,15.69,1684.6,38558.0,1,198.2,15918.94,,,,,,,,,,,spoc,KP,XO-7b (arXiv:1912.02821),"dV=5.2 sep=8.3"" S",known planet,n/a,yes,,,,,,60,,1,1,,,0.1,,,,,
157586003,1626.01,WASP-153,279.262424,40.018690000000,12.05,12.59,11.41,1.05,1.69,5835,SG,0.050,610,0.97,-28.32,3.07,,,,,,3.33269,0.00029,2011.26616,3.73,17.06,1516.7,42392.5,1,31.0,17567.44,,0,,60,30.2,32.2,60,32.2,,,spoc,KP,WASP-153 b,"dV=4.6 sep=2.8"" W, dV=5.1 sep=24"" W",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
424435940,1627.01,WASP-58,274.701054,45.172016000000,11.23,11.65,10.63,1.12,1.10,6034,MS,0.050,290,0.97,-28.71,0.00,,,,,,5.01713,0.00008,1986.98190,3.70,14.31,405.7,34736.9,1,121.9,12031.08,,0,,60,12.7,14.7,60,14.7,,,spoc,KP,WASP-58b,"clear field, the estimated mass is clearly some calculation bug",known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
284475976,1628.01,WASP-48,291.162340,55.473148000000,11.15,11.65,10.63,1.17,1.77,6148,SG,0.050,454,0.82,-19.74,0.00,,,,,,2.14363,0.00001,1929.42004,3.12,18.96,3418.8,47789.4,1,97.4,21345.28,,,,,,,,,,,spoc,KP,WASP-48b,clear field,known planet,n/a,,,,,,,60,,,,,,0.1,,,,,
310003988,1629.01,WASP-113,224.872825,46.960133000000,11.19,11.76,10.64,1.08,1.73,5939,SG,0.050,435,0.89,-11.05,0.71,,,,,,4.54217,0.00010,1932.20660,4.24,18.14,1099.6,45446.4,1,56.1,16670.17,,,,,,,,,,,spoc,KP,WASP-113 b,"dT=7.2 sep=2.2"" W, dV=3.7 sep=29"" W",known planet,n/a,no,no,"No matches with TKS science, drop",,,,60,,,,,,0.1,,,,,
